GO.ID	Term	Annotated	Significant	Expected	classicFisher	commun
GO:0050684	regulation of mRNA processing	81	25	6.64	3.0e-09	7
GO:0030177	positive regulation of Wnt signaling pathway	112	30	9.18	3.5e-09	7
GO:0008104	protein localization	1588	191	130.2	3.5e-09	7
GO:0071702	organic substance transport	1631	195	133.73	3.7e-09	7
GO:0019438	aromatic compound biosynthetic process	2918	312	239.25	3.8e-09	7
GO:0009308	amine metabolic process	82	25	6.72	3.9e-09	7
GO:1901362	organic cyclic compound biosynthetic process	2979	317	244.25	4.4e-09	7
GO:0007005	mitochondrion organization	524	82	42.96	4.7e-09	7
GO:1903311	regulation of mRNA metabolic process	107	29	8.77	4.7e-09	7
GO:1905330	regulation of morphogenesis of an epithelium	120	31	9.84	5.0e-09	7
GO:0038095	Fc-epsilon receptor signaling pathway	102	28	8.36	6.4e-09	7
GO:0009894	regulation of catabolic process	356	62	29.19	7.1e-09	7
GO:0043624	cellular protein complex disassembly	156	36	12.79	7.8e-09	7
GO:0000070	mitotic sister chromatid segregation	123	31	10.08	9.4e-09	7
GO:0071897	DNA biosynthetic process	158	36	12.95	1.1e-08	7
GO:0071822	protein complex subunit organization	1169	148	95.85	1.3e-08	7
GO:0050434	positive regulation of viral transcription	38	16	3.12	1.4e-08	7
GO:0009987	cellular process	8548	736	700.85	1.4e-08	7
GO:0070647	protein modification by small protein conjugation or removal	712	101	58.38	1.5e-08	7
GO:0006361	transcription initiation from RNA polymerase I promoter	34	15	2.79	1.9e-08	7
GO:0010565	regulation of cellular ketone metabolic process	107	28	8.77	2.0e-08	7
GO:0061024	membrane organization	688	98	56.41	2.1e-08	7
GO:0019882	antigen processing and presentation	148	34	12.13	2.3e-08	7
GO:0000722	telomere maintenance via recombination	30	14	2.46	2.3e-08	7
GO:0032446	protein modification by small protein conjugation	634	92	51.98	2.4e-08	7
GO:0042769	DNA damage response, detection of DNA damage	35	15	2.87	3.0e-08	7
GO:0044802	single-organism membrane organization	591	87	48.46	3.1e-08	7
GO:0031329	regulation of cellular catabolic process	264	49	21.65	3.7e-08	7
GO:0032200	telomere organization	130	31	10.66	3.8e-08	7
GO:0000082	G1/S transition of mitotic cell cycle	189	39	15.5	5.1e-08	7
GO:0030490	maturation of SSU-rRNA	46	17	3.77	5.2e-08	7
GO:0044843	cell cycle G1/S phase transition	197	40	16.15	5.4e-08	7
GO:0006363	termination of RNA polymerase I transcription	32	14	2.62	6.4e-08	7
GO:0042274	ribosomal small subunit biogenesis	63	20	5.17	6.7e-08	7
GO:0006352	DNA-templated transcription, initiation	199	40	16.32	7.3e-08	7
GO:0006362	transcription elongation from RNA polymerase I promoter	33	14	2.71	1.0e-07	7
GO:0007062	sister chromatid cohesion	115	28	9.43	1.1e-07	7
GO:0050852	T cell receptor signaling pathway	115	28	9.43	1.1e-07	7
GO:0034504	protein localization to nucleus	251	46	20.58	1.4e-07	7
GO:0032479	regulation of type I interferon production	78	22	6.4	1.6e-07	7
GO:0032606	type I interferon production	78	22	6.4	1.6e-07	7
GO:0051348	negative regulation of transferase activity	244	45	20.01	1.6e-07	7
GO:0007052	mitotic spindle organization	44	16	3.61	1.7e-07	7
GO:0000209	protein polyubiquitination	190	38	15.58	1.8e-07	7
GO:0006360	transcription from RNA polymerase I promoter	55	18	4.51	1.8e-07	7
GO:0071356	cellular response to tumor necrosis factor	168	35	13.77	1.9e-07	7
GO:0000731	DNA synthesis involved in DNA repair	61	19	5	2.0e-07	7
GO:1903902	positive regulation of viral life cycle	73	21	5.99	2.1e-07	7
GO:0006417	regulation of translation	271	48	22.22	2.2e-07	7
GO:0034612	response to tumor necrosis factor	177	36	14.51	2.4e-07	7
GO:0051170	nuclear import	200	39	16.4	2.5e-07	7
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	35	14	2.87	2.5e-07	7
GO:0006312	mitotic recombination	40	15	3.28	2.5e-07	7
GO:0032774	RNA biosynthetic process	2594	274	212.68	2.6e-07	7
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	281	49	23.04	2.7e-07	7
GO:0006310	DNA recombination	194	38	15.91	3.1e-07	7
GO:0090305	nucleic acid phosphodiester bond hydrolysis	211	40	17.3	3.8e-07	7
GO:0048024	regulation of mRNA splicing, via spliceosome	53	17	4.35	5.5e-07	7
GO:0090090	negative regulation of canonical Wnt signaling pathway	124	28	10.17	5.8e-07	7
GO:0043241	protein complex disassembly	200	38	16.4	7.0e-07	7
GO:0022411	cellular component disassembly	385	60	31.57	7.2e-07	7
GO:0043632	modification-dependent macromolecule catabolic process	421	64	34.52	7.5e-07	7
GO:0006446	regulation of translational initiation	66	19	5.41	7.9e-07	7
GO:0031400	negative regulation of protein modification process	395	61	32.39	8.0e-07	7
GO:0010498	proteasomal protein catabolic process	300	50	24.6	8.5e-07	7
GO:0032481	positive regulation of type I interferon production	49	16	4.02	9.1e-07	7
GO:0090307	mitotic spindle assembly	44	15	3.61	1.1e-06	7
GO:0034248	regulation of cellular amide metabolic process	287	48	23.53	1.3e-06	7
GO:0032508	DNA duplex unwinding	68	19	5.58	1.3e-06	7
GO:0031023	microtubule organizing center organization	94	23	7.71	1.4e-06	7
GO:1902850	microtubule cytoskeleton organization involved in mitosis	45	15	3.69	1.5e-06	7
GO:0071103	DNA conformation change	223	40	18.28	1.7e-06	7
GO:0032984	macromolecular complex disassembly	207	38	16.97	1.7e-06	7
GO:0043484	regulation of RNA splicing	82	21	6.72	1.8e-06	7
GO:0032392	DNA geometric change	70	19	5.74	2.1e-06	7
GO:0048524	positive regulation of viral process	83	21	6.81	2.2e-06	7
GO:0050851	antigen receptor-mediated signaling pathway	132	28	10.82	2.2e-06	7
GO:0000086	G2/M transition of mitotic cell cycle	147	30	12.05	2.3e-06	7
GO:0051347	positive regulation of transferase activity	426	63	34.93	2.4e-06	7
GO:0002181	cytoplasmic translation	47	15	3.85	2.8e-06	7
GO:2000027	regulation of organ morphogenesis	164	32	13.45	2.9e-06	7
GO:0090501	RNA phosphodiester bond hydrolysis	112	25	9.18	2.9e-06	7
GO:0033044	regulation of chromosome organization	127	27	10.41	3.2e-06	7
GO:0044766	multi-organism transport	60	17	4.92	3.8e-06	7
GO:1902579	multi-organism localization	60	17	4.92	3.8e-06	7
GO:0019941	modification-dependent protein catabolic process	414	61	33.94	3.9e-06	7
GO:0006378	mRNA polyadenylation	32	12	2.62	4.1e-06	7
GO:0043631	RNA polyadenylation	32	12	2.62	4.1e-06	7
GO:0030178	negative regulation of Wnt signaling pathway	144	29	11.81	4.4e-06	7
GO:0075733	intracellular transport of virus	55	16	4.51	5.0e-06	7
GO:0031047	gene silencing by RNA	130	27	10.66	5.1e-06	7
GO:0042180	cellular ketone metabolic process	146	29	11.97	5.9e-06	7
GO:0051297	centrosome organization	88	21	7.22	6.0e-06	7
GO:0046782	regulation of viral transcription	56	16	4.59	6.5e-06	7
GO:1902581	multi-organism cellular localization	56	16	4.59	6.5e-06	7
GO:1902583	multi-organism intracellular transport	56	16	4.59	6.5e-06	7
GO:0017038	protein import	227	39	18.61	6.6e-06	7
GO:0038093	Fc receptor signaling pathway	147	29	12.05	6.7e-06	7
GO:0044839	cell cycle G2/M phase transition	155	30	12.71	7.0e-06	7
GO:0070925	organelle assembly	414	60	33.94	8.0e-06	7
GO:0046794	transport of virus	58	16	4.76	1.1e-05	7
GO:2000573	positive regulation of DNA biosynthetic process	46	14	3.77	1.1e-05	7
GO:0006511	ubiquitin-dependent protein catabolic process	409	59	33.53	1.1e-05	7
GO:0034502	protein localization to chromosome	59	16	4.84	1.4e-05	7
GO:0000075	cell cycle checkpoint	187	33	15.33	1.9e-05	7
GO:0016925	protein sumoylation	109	23	8.94	1.9e-05	7
GO:0002758	innate immune response-activating signal transduction	164	30	13.45	2.2e-05	7
GO:0051983	regulation of chromosome segregation	75	18	6.15	2.5e-05	7
GO:0045089	positive regulation of innate immune response	190	33	15.58	2.7e-05	7
GO:0030163	protein catabolic process	547	72	44.85	3.0e-05	7
GO:0033554	cellular response to stress	1223	138	100.27	3.1e-05	7
GO:0006296	nucleotide-excision repair, DNA incision, 5'-to lesion	38	12	3.12	3.1e-05	7
GO:0032269	negative regulation of cellular protein metabolic process	636	81	52.15	3.2e-05	7
GO:0002218	activation of innate immune response	167	30	13.69	3.2e-05	7
GO:0007088	regulation of mitotic nuclear division	120	24	9.84	3.3e-05	7
GO:0051603	proteolysis involved in cellular protein catabolic process	453	62	37.14	3.5e-05	7
GO:0042775	mitochondrial ATP synthesis coupled electron transport	70	17	5.74	3.6e-05	7
GO:0044786	cell cycle DNA replication	33	11	2.71	3.8e-05	7
GO:0033683	nucleotide-excision repair, DNA incision	39	12	3.2	4.2e-05	7
GO:0042773	ATP synthesis coupled electron transport	71	17	5.82	4.3e-05	7
GO:0043902	positive regulation of multi-organism process	107	22	8.77	4.5e-05	7
GO:0016567	protein ubiquitination	535	70	43.86	4.8e-05	7
GO:0001824	blastocyst development	52	14	4.26	5.1e-05	7
GO:0051783	regulation of nuclear division	132	25	10.82	5.9e-05	7
GO:2000278	regulation of DNA biosynthetic process	73	17	5.99	6.3e-05	7
GO:0032210	regulation of telomere maintenance via telomerase	41	12	3.36	7.2e-05	7
GO:0000226	microtubule cytoskeleton organization	278	42	22.79	7.2e-05	7
GO:0051248	negative regulation of protein metabolic process	672	83	55.1	7.6e-05	7
GO:0060828	regulation of canonical Wnt signaling pathway	175	30	14.35	7.9e-05	7
GO:0018205	peptidyl-lysine modification	316	46	25.91	8.3e-05	7
GO:0006367	transcription initiation from RNA polymerase II promoter	152	27	12.46	9.6e-05	7
GO:0051304	chromosome separation	62	15	5.08	0.00011	7
GO:0007093	mitotic cell cycle checkpoint	129	24	10.58	0.00011	7
GO:0006997	nucleus organization	106	21	8.69	0.00012	7
GO:0006409	tRNA export from nucleus	31	10	2.54	0.00012	7
GO:0071431	tRNA-containing ribonucleoprotein complex export from nucleus	31	10	2.54	0.00012	7
GO:0043967	histone H4 acetylation	56	14	4.59	0.00012	7
GO:2001252	positive regulation of chromosome organization	56	14	4.59	0.00012	7
GO:0006626	protein targeting to mitochondrion	122	23	10	0.00012	7
GO:0044257	cellular protein catabolic process	473	62	38.78	0.00012	7
GO:0030162	regulation of proteolysis	427	57	35.01	0.00014	7
GO:0030397	membrane disassembly	44	12	3.61	0.00015	7
GO:0051081	nuclear envelope disassembly	44	12	3.61	0.00015	7
GO:0006119	oxidative phosphorylation	86	18	7.05	0.00017	7
GO:0007004	telomere maintenance via telomerase	51	13	4.18	0.00017	7
GO:0006606	protein import into nucleus	183	30	15	0.00018	7
GO:0044744	protein targeting to nucleus	183	30	15	0.00018	7
GO:1902593	single-organism nuclear import	183	30	15	0.00018	7
GO:0008543	fibroblast growth factor receptor signaling pathway	72	16	5.9	0.00019	7
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	45	12	3.69	0.00019	7
GO:0010965	regulation of mitotic sister chromatid separation	45	12	3.69	0.00019	7
GO:0044784	metaphase/anaphase transition of cell cycle	45	12	3.69	0.00019	7
GO:1904356	regulation of telomere maintenance via telomere lengthening	45	12	3.69	0.00019	7
GO:0000380	alternative mRNA splicing, via spliceosome	39	11	3.2	0.00021	7
GO:0000460	maturation of 5.8S rRNA	33	10	2.71	0.00021	7
GO:0051031	tRNA transport	33	10	2.71	0.00021	7
GO:0000724	double-strand break repair via homologous recombination	73	16	5.99	0.00022	7
GO:0051338	regulation of transferase activity	623	76	51.08	0.00023	7
GO:0051306	mitotic sister chromatid separation	46	12	3.77	0.00024	7
GO:0000725	recombinational repair	74	16	6.07	0.00026	7
GO:0006278	RNA-dependent DNA biosynthetic process	53	13	4.35	0.00026	7
GO:0010501	RNA secondary structure unwinding	40	11	3.28	0.00026	7
GO:0033045	regulation of sister chromatid segregation	60	14	4.92	0.00027	7
GO:0043086	negative regulation of catalytic activity	487	62	39.93	0.00028	7
GO:0044344	cellular response to fibroblast growth factor stimulus	90	18	7.38	0.00031	7
GO:0060249	anatomical structure homeostasis	242	36	19.84	0.00032	7
GO:0006998	nuclear envelope organization	68	15	5.58	0.00032	7
GO:0006888	ER to Golgi vesicle-mediated transport	130	23	10.66	0.00033	7
GO:0045930	negative regulation of mitotic cell cycle	172	28	14.1	0.00033	7
GO:1903900	regulation of viral life cycle	122	22	10	0.00033	7
GO:0007077	mitotic nuclear envelope disassembly	41	11	3.36	0.00034	7
GO:0071774	response to fibroblast growth factor	91	18	7.46	0.00036	7
GO:1901796	regulation of signal transduction by p53 class mediator	139	24	11.4	0.00036	7
GO:0022904	respiratory electron transport chain	84	17	6.89	0.00039	7
GO:0031570	DNA integrity checkpoint	132	23	10.82	0.00041	7
GO:0010833	telomere maintenance via telomere lengthening	56	13	4.59	0.00047	7
GO:0010948	negative regulation of cell cycle process	194	30	15.91	0.00051	7
GO:0022900	electron transport chain	86	17	7.05	0.00052	7
GO:0045815	positive regulation of gene expression, epigenetic	71	15	5.82	0.00052	7
GO:0030071	regulation of mitotic metaphase/anaphase transition	43	11	3.53	0.00053	7
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	43	11	3.53	0.00053	7
GO:0060070	canonical Wnt signaling pathway	214	32	17.55	0.00061	7
GO:0051054	positive regulation of DNA metabolic process	136	23	11.15	0.00064	7
GO:0045088	regulation of innate immune response	224	33	18.37	0.00066	7
GO:1903829	positive regulation of cellular protein localization	244	35	20.01	0.00076	7
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	66	14	5.41	0.00076	7
GO:0009123	nucleoside monophosphate metabolic process	217	32	17.79	0.00078	7
GO:0051052	regulation of DNA metabolic process	265	37	21.73	0.00091	7
GO:1903313	positive regulation of mRNA metabolic process	46	11	3.77	0.00097	7
GO:0033047	regulation of mitotic sister chromatid segregation	53	12	4.35	0.00098	7
GO:0071806	protein transmembrane transport	53	12	4.35	0.00098	7
GO:1900182	positive regulation of protein localization to nucleus	83	16	6.81	0.00100	7
GO:0006396	RNA processing	782	201	43.98	< 1e-30	8
GO:0022613	ribonucleoprotein complex biogenesis	417	139	23.45	< 1e-30	8
GO:0016071	mRNA metabolic process	577	157	32.45	< 1e-30	8
GO:0034660	ncRNA metabolic process	501	136	28.18	< 1e-30	8
GO:0042254	ribosome biogenesis	292	100	16.42	< 1e-30	8
GO:0016072	rRNA metabolic process	244	90	13.72	< 1e-30	8
GO:0006364	rRNA processing	240	89	13.5	< 1e-30	8
GO:0034470	ncRNA processing	357	104	20.08	< 1e-30	8
GO:0090304	nucleic acid metabolic process	3499	349	196.81	< 1e-30	8
GO:0034641	cellular nitrogen compound metabolic process	4307	391	242.25	< 1e-30	8
GO:0006397	mRNA processing	408	103	22.95	< 1e-30	8
GO:0019080	viral gene expression	179	68	10.07	< 1e-30	8
GO:0008380	RNA splicing	347	93	19.52	< 1e-30	8
GO:0044033	multi-organism metabolic process	194	70	10.91	< 1e-30	8
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	114	55	6.41	< 1e-30	8
GO:0006139	nucleobase-containing compound metabolic process	3865	360	217.39	< 1e-30	8
GO:0006807	nitrogen compound metabolic process	4524	394	254.46	< 1e-30	8
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	268	80	15.07	< 1e-30	8
GO:0000398	mRNA splicing, via spliceosome	268	80	15.07	< 1e-30	8
GO:0006413	translational initiation	167	64	9.39	< 1e-30	8
GO:0019083	viral transcription	168	64	9.45	< 1e-30	8
GO:0010467	gene expression	3614	343	203.28	< 1e-30	8
GO:0000375	RNA splicing, via transesterification reactions	273	80	15.36	< 1e-30	8
GO:0000278	mitotic cell cycle	774	137	43.53	< 1e-30	8
GO:0046483	heterocycle metabolic process	3933	360	221.22	< 1e-30	8
GO:1903047	mitotic cell cycle process	726	132	40.84	< 1e-30	8
GO:0006725	cellular aromatic compound metabolic process	3964	360	222.96	< 1e-30	8
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	93	48	5.23	< 1e-30	8
GO:0016070	RNA metabolic process	3168	312	178.19	< 1e-30	8
GO:0006613	cotranslational protein targeting to membrane	98	48	5.51	< 1e-30	8
GO:1901360	organic cyclic compound metabolic process	4056	362	228.14	< 1e-30	8
GO:0045047	protein targeting to ER	99	48	5.57	< 1e-30	8
GO:0044260	cellular macromolecule metabolic process	5246	422	295.07	< 1e-30	8
GO:0000956	nuclear-transcribed mRNA catabolic process	187	63	10.52	< 1e-30	8
GO:0072599	establishment of protein localization to endoplasmic reticulum	103	48	5.79	< 1e-30	8
GO:0022402	cell cycle process	1018	152	57.26	< 1e-30	8
GO:0070972	protein localization to endoplasmic reticulum	115	49	6.47	< 1e-30	8
GO:0006402	mRNA catabolic process	200	63	11.25	< 1e-30	8
GO:0044085	cellular component biogenesis	1949	223	109.62	< 1e-30	8
GO:0006401	RNA catabolic process	223	66	12.54	< 1e-30	8
GO:0007049	cell cycle	1264	169	71.1	4.3e-30	8
GO:0019058	viral life cycle	349	80	19.63	8.3e-29	8
GO:0043170	macromolecule metabolic process	5522	425	310.59	1.6e-28	8
GO:0044265	cellular macromolecule catabolic process	715	118	40.22	2.0e-28	8
GO:0022618	ribonucleoprotein complex assembly	183	57	10.29	5.6e-28	8
GO:0034655	nucleobase-containing compound catabolic process	284	70	15.97	2.9e-27	8
GO:0071826	ribonucleoprotein complex subunit organization	189	57	10.63	3.7e-27	8
GO:0031145	anaphase-promoting complex-dependent catabolic process	74	37	4.16	4.1e-27	8
GO:0016032	viral process	690	113	38.81	7.7e-27	8
GO:0044764	multi-organism cellular process	693	113	38.98	1.1e-26	8
GO:0044403	symbiosis, encompassing mutualism through parasitism	707	114	39.77	1.8e-26	8
GO:0044419	interspecies interaction between organisms	707	114	39.77	1.8e-26	8
GO:0009057	macromolecule catabolic process	844	126	47.47	3.6e-26	8
GO:0046700	heterocycle catabolic process	298	70	16.76	6.8e-26	8
GO:0044270	cellular nitrogen compound catabolic process	300	70	16.87	1.0e-25	8
GO:0044770	cell cycle phase transition	441	86	24.8	1.2e-25	8
GO:0019439	aromatic compound catabolic process	303	70	17.04	2.0e-25	8
GO:0051439	regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	71	35	3.99	2.0e-25	8
GO:0051437	positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	72	35	4.05	3.6e-25	8
GO:1904667	negative regulation of ubiquitin protein ligase activity	72	35	4.05	3.6e-25	8
GO:0044772	mitotic cell cycle phase transition	420	83	23.62	3.8e-25	8
GO:0051436	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	70	34	3.94	1.8e-24	8
GO:1901361	organic cyclic compound catabolic process	314	70	17.66	1.9e-24	8
GO:0046907	intracellular transport	1118	146	62.88	2.1e-24	8
GO:1904666	regulation of ubiquitin protein ligase activity	80	36	4.5	2.2e-24	8
GO:0051444	negative regulation of ubiquitin-protein transferase activity	76	35	4.27	3.7e-24	8
