DepMap_ID,CCLE_Name,Aliases,COSMIC_ID,Sanger ID,Primary Disease,Subtype Disease,Gender,Source
ACH-001283,TC106_BONE,,,,Bone Cancer,Ewings Sarcoma,,
ACH-000828,ZR7530_BREAST,,909907,429,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000068,REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,REC-1,,,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",Male,DSMZ
ACH-001122,MKL1_SKIN,,,,Skin Cancer,Merkel Cell Carcinoma,,
ACH-001123,MKL2_SKIN,,,,Skin Cancer,Merkel Cell Carcinoma,,
ACH-001125,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,,908144,1383,Brain Cancer,Glioma,,
ACH-001126,MOGGUVW_CENTRAL_NERVOUS_SYSTEM,,908145,1543,Brain Cancer,Glioma,,
ACH-000942,HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Male,DSMZ
ACH-001322,CME1_SOFT_TISSUE,,,,Sarcoma,Synovial,-1,
ACH-001128,MON_SOFT_TISSUE,,,,Rhabdoid,Malignant Rhabdoid Tumor,,
ACH-001129,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,Acute Myelogenous Leukemia (AML),Male,DSMZ
ACH-001130,MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,T-cell,Female,DSMZ
ACH-001131,MS1_SKIN,,753594,674,Skin Cancer,Merkel Cell Carcinoma,,
ACH-001132,MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,T-cell,,
ACH-000143,HCC2429_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,
ACH-001136,NCIH187_LUNG,,688007,1323,Lung Cancer,Small Cell Lung Cancer (SCLC),-1,
ACH-001137,NCIH1993_LUNG,,908476,78,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,
ACH-001138,NCIH2141_LUNG,,688014,1537,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-001140,NCIH820_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,
ACH-001142,NHAHTDD_PRIMARY,,,,Primary Cells,Immortalized epithelial,-1,
ACH-001143,NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,Unknown,,
ACH-001145,OC316_OVARY,,,,Ovarian Cancer,"Adenocarcinoma, serous",Female,ICLC
ACH-001146,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),,
ACH-001147,OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,T-cell,,
ACH-001148,OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,T-cell,,
ACH-001150,OUMS27_BONE,,,,Bone Cancer,Chondrosarcoma,Male,HSSRB
ACH-001151,OVCAR5_OVARY,,905969,1858,Ovarian Cancer,"Adenocarcinoma, high grade serous",Female,Garraway Lab
ACH-001162,PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Myeloma,Multiple Myeloma,,Riken
ACH-001163,CCLFPEDS0001T_KIDNEY,,,,Kidney Cancer,Renal Medullary Carcinoma,-1,
ACH-001164,CCLFPEDS0003T_SOFT_TISSUE,,,,Sarcoma,Unknown,-1,
ACH-001170,PETA_SKIN,,,,Skin Cancer,Merkel Cell Carcinoma,,
ACH-001171,PL45_PANCREAS,,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Male,ATCC
ACH-000251,NCIH2887_LUNG,NCI-H2887,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,
ACH-001175,RCC4_KIDNEY,,,,Kidney Cancer,Renal Cell Carcinoma,,
ACH-001182,RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909701,961,Unknown,,-1,ATCC
ACH-001183,RT11284_URINARY_TRACT,,,,Bladder Cancer,Carcinoma,Female,ECACC
ACH-000337,NCIH3122_LUNG,NCI-H3122,1240190,918,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",-1,
ACH-001187,SF8657_SKIN,,,,Skin Cancer,Melanoma,Male,
ACH-001188,SHSY5Y_AUTONOMIC_GANGLIA,,,,Neuroblastoma,Unknown,Female,ATCC
ACH-001189,SJRH30_SOFT_TISSUE,,909716,2260,Sarcoma,Rhabdomyosarcoma,Male,ATCC
ACH-001190,SKMEL2_SKIN,,905955,1191,Skin Cancer,Melanoma,Male,ATCC
ACH-000087,SKES1_BONE,SK-ES-1,684072,41,Bone Cancer,Ewings Sarcoma,Male,ATCC
ACH-001192,SKNEP1_BONE,,,,Bone Cancer,Ewings Sarcoma,-1,
ACH-000039,SKNMC_BONE,SK-N-MC,,,Bone Cancer,Ewings Sarcoma,Female,ATCC
ACH-001194,SKRC31_KIDNEY,,,,Kidney Cancer,Renal Cell Carcinoma,,
ACH-000339,HCC461_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,
ACH-000436,OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-MY7,,,Myeloma,Multiple Myeloma,-1,
ACH-001198,SNB19_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Astrocytoma,Male,DSMZ
ACH-001199,SNUC2B_LARGE_INTESTINE,,909740,37,Colon/Colorectal Cancer,Colon Adenocarcinoma,Female,
ACH-001200,STM9101_SOFT_TISSUE,,,,Rhabdoid,Malignant Rhabdoid Tumor,,
ACH-001201,SUMB002_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Medulloblastoma,,
ACH-001203,SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331039,1451,Lymphoma,"B-cell, Hodgkins",Male,DSMZ
ACH-001193,SKPNDW_BONE,,909731,946,Bone Cancer,Ewings Sarcoma,,
ACH-001207,TIG3TD_FIBROBLAST,,,,Fibroblast,Unknown,-1,
ACH-001208,TK10_KIDNEY,,905980,1401,Kidney Cancer,Unknown,,
ACH-001738,CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905952,1151,Leukemia,Unknown,-1,
ACH-001210,TTC1240_SOFT_TISSUE,,,,Rhabdoid,Malignant Rhabdoid Tumor,,
ACH-001211,TTC549_SOFT_TISSUE,,,,Rhabdoid,Malignant Rhabdoid Tumor,,
ACH-001212,TTC642_SOFT_TISSUE,,,,Rhabdoid,Malignant Rhabdoid Tumor,,
ACH-001214,U138MG_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Glioma,,ATCC
ACH-000658,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Myeloma,Multiple Myeloma,,ATCC
ACH-001230,UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,Acute Myelogenous Leukemia (AML),Male,DSMZ
ACH-000676,LN464_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Glioma,Male,
ACH-001233,VMRCLCD_LUNG,,713869,277,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,HSRRB
ACH-001234,VMRCLCP_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,HSRRB
ACH-001239,WM2664_SKIN,,,,Skin Cancer,Melanoma,Female,ATCC
ACH-000930,HCC1569_BREAST,,907046,2127,Breast Cancer,Carcinoma,Female,ATCC
ACH-000757,A427_LUNG,,910851,1839,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,
ACH-001272,FUJI_SOFT_TISSUE,,,,Sarcoma,Synovial,-1,
ACH-000872,HCC515_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,
ACH-001028,CHLA06ATRT_SOFT_TISSUE,,,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),,
ACH-001740,RH28_SOFT_TISSUE,,,,Sarcoma,"Rhabdomyosarcoma, alveolar",-1,
ACH-001737,HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",-1,
ACH-001279,SCCOHT1_OVARY,,,,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),-1,
ACH-001277,YAMATO_SOFT_TISSUE,,,,Sarcoma,Synovial,,
ACH-001745,RHJT_SOFT_TISSUE,,,,Sarcoma,"Rhabdomyosarcoma, alveolar",,
ACH-001735,SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,Unknown,-1,
ACH-001295,Y79_AUTONOMIC_GANGLIA,,,,Eye Cancer,Retinoblastoma,-1,
ACH-001736,HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,Unknown,-1,
ACH-000272,SLR24_KIDNEY,,,,Kidney Cancer,Renal Cell Carcinoma,-1,
ACH-001956,MUGCHOR1_BONE,,,,Bone Cancer,Chordoma,,
ACH-001957,UMCHOR1_BONE,,,,Bone Cancer,Chordoma,,
ACH-001306,8305C_THYROID,,906795,433,Thyroid Cancer,Carcinoma,Female,DSMZ
ACH-001307,8505C_THYROID,,924102,868,Thyroid Cancer,Carcinoma,Female,HSRRB
ACH-001310,HA1E_KIDNEY,,,,Kidney Cancer,Unknown,,
ACH-001318,PLCPRF5_LIVER,,,,Liver Cancer,Hepatocellular Carcinoma,Male,ATCC
ACH-001321,TT_THYROID,,,,Thyroid Cancer,Squamous Cell Carcinoma,Female,ATCC
ACH-000975,HCC2450_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,
ACH-001328,A431_SKIN,,910925,97,Skin Cancer,Squamous Cell Carcinoma,,
ACH-001329,ANGMCSS_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Glioblastoma,Male,
ACH-001331,BICR10_UPPER_AERODIGESTIVE_TRACT,,1290724,1676,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",-1,
ACH-001332,BICR78_UPPER_AERODIGESTIVE_TRACT,,1240122,913,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",-1,
ACH-001333,C33A_CERVIX,,687505,1761,Cervical Cancer,Carcinoma,,
ACH-001334,C4I_CERVIX,,687506,561,Cervical Cancer,Carcinoma,,
ACH-001336,CASKI_CERVIX,,906824,1767,Cervical Cancer,Squmous Cell Carcinoma,Female,
ACH-001338,CHP134_AUTONOMIC_GANGLIA,,910941,1562,Neuroblastoma,Unknown,Male,
ACH-001339,COLO794_SKIN,,,,Skin Cancer,Melanoma,Male,
ACH-001340,COV413A_OVARY,,,,Ovarian Cancer,Carcinoma,Female,
ACH-001341,DOTC24510_CERVIX,,906843,473,Cervical Cancer,Cervical Adenocarcinoma,Female,
ACH-001344,GIMEN_AUTONOMIC_GANGLIA,,906872,1530,Neuroblastoma,Unknown,Male,
ACH-001345,GP5D_LARGE_INTESTINE,,907291,741,Colon/Colorectal Cancer,Colon Adenocarcinoma,Female,
ACH-001346,H103_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,Squamous Cell Carcinoma,Male,
ACH-001350,HTCC3_THYROID,,924151,329,Thyroid Cancer,"Carcinoma, giant cell",Female,
ACH-001353,JOPACA1_PANCREAS,,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Male,
ACH-001354,LAN2_AUTONOMIC_GANGLIA,,,,Neuroblastoma,Unknown,Female,
ACH-001355,LAN6_AUTONOMIC_GANGLIA,,949170,278,Neuroblastoma,Unknown,Male,
ACH-001356,MB1_THYROID,,,,Thyroid Cancer,"Carcinoma, anaplastic",Male,
ACH-000934,MDAMB361_BREAST,,908121,880,Breast Cancer,Carcinoma,Female,ATCC
ACH-000196,HCC1599_BREAST,HCC1599,749713,1264,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-001359,ME180_CERVIX,,687514,1040,Cervical Cancer,Squmous Cell Carcinoma,Female,
ACH-001360,MS751_CERVIX,,1240179,386,Cervical Cancer,Squmous Cell Carcinoma,Female,
ACH-001362,NCIH1770_LUNG,,687804,1014,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",Male,
ACH-001363,NCIH2135_LUNG,,1298352,106,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,
ACH-001364,NCIH345_LUNG,,688021,1615,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,
ACH-001365,NCIH847_LUNG,,1240193,630,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,
ACH-001367,NMB_AUTONOMIC_GANGLIA,,,,Neuroblastoma,Unknown,Male,
ACH-001368,OACM51_OESOPHAGUS,,1503363,752,Esophageal Cancer,Adenocarcinoma,Female,
ACH-001369,OCIC5X_OVARY,,,,Ovarian Cancer,"Adenocarcinoma, clear cell",Female,
ACH-001373,OV17R_OVARY,,1480361,986,Ovarian Cancer,Adenocarcinoma,Female,
ACH-001374,PA1_OVARY,,909255,643,Ovarian Cancer,Teratocarcinoma,Female,
ACH-001375,PACADD119_PANCREAS,,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Male,
ACH-001376,PACADD135_PANCREAS,,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Female,
ACH-001377,PACADD137_PANCREAS,,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Female,
ACH-001378,PACADD159_PANCREAS,,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Male,
ACH-001379,PACADD161_PANCREAS,,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Female,
ACH-001380,PACADD165_PANCREAS,,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Male,
ACH-001382,PACADD188_PANCREAS,,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Female,
ACH-001383,PWR1E_PROSTATE,,1330993,23,Prostate Cancer,Carcinoma,Male,
ACH-001384,RO82W1_THYROID,,930083,1983,Thyroid Cancer,"Carcinoma, follicular",Female,
ACH-001385,RPMI2650_UPPER_AERODIGESTIVE_TRACT,,909700,1163,Head and Neck Cancer,Squamous Cell Carcinoma,Male,
ACH-001386,SCLC22H_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,
ACH-000668,HCC70_BREAST,,907048,937,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000044,MDAMB134VI_BREAST,MDA-MB-134-VI,,,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-001390,SUM149PT_BREAST,,,,Breast Cancer,Breast Ductal Carcinoma,Female,
ACH-001391,SUM159PT_BREAST,,,,Breast Cancer,"Carcinoma, anaplastic",Female,
ACH-000818,BT483_BREAST,,949093,1231,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000554,UACC893_BREAST,UACC-893,909778,1090,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000902,CAL148_BREAST,,924106,1610,Breast Cancer,Breast Ductal Carcinoma,Female,DSMZ
ACH-000755,HCC2218_BREAST,,749716,352,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000691,HCC2157_BREAST,,749715,351,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-001398,SW156_KIDNEY,,1240220,272,Kidney Cancer,Hypernephroma,Male,
ACH-001399,SW626_LARGE_INTESTINE,,909753,2038,Colon/Colorectal Cancer,Unknown,Female,
ACH-001400,SW954_CERVIX,,924247,1182,Cervical Cancer,Squmous Cell Carcinoma,Female,
ACH-001401,SW13_ADRENAL_CORTEX,,909744,270,Adrenal Cancer,Carcinoma,Female,
ACH-001402,SW756_CERVIX,,724839,1984,Cervical Cancer,Squmous Cell Carcinoma,Female,
ACH-001403,TO14_OVARY,,,,Ovarian Cancer,Cystadenocarcinoma,Female,
ACH-001358,MDAMB330_BREAST,,1330941,1989,Breast Cancer,"Carcinoma, lobular",Female,
ACH-001249,YMB1_BREAST,,,,Breast Cancer,Carcinoma,Female,HSRRB
ACH-001407,UMUC13_URINARY_TRACT,,,,Bladder Cancer,Transitional Cell Carcinoma,,
ACH-001408,UMUC14_URINARY_TRACT,,,,Bladder Cancer,Transitional Cell Carcinoma,,
ACH-001409,UMUC16_URINARY_TRACT,,,,Bladder Cancer,Transitional Cell Carcinoma,,
ACH-001410,UMUC4_URINARY_TRACT,,,,Bladder Cancer,Transitional Cell Carcinoma,Female,
ACH-001411,UMUC5_URINARY_TRACT,,,,Bladder Cancer,Squamous Cell Carcinoma,Female,
ACH-001412,UMUC10_URINARY_TRACT,,,,Bladder Cancer,Transitional Cell Carcinoma,,
ACH-001413,UMUC11_URINARY_TRACT,,,,Bladder Cancer,Transitional Cell Carcinoma,,
ACH-001414,UMUC6_URINARY_TRACT,,,,Bladder Cancer,Transitional Cell Carcinoma,Male,
ACH-001415,UMUC7_URINARY_TRACT,,,,Bladder Cancer,Transitional Cell Carcinoma,Male,
ACH-001416,UMUC9_URINARY_TRACT,,,,Bladder Cancer,Transitional Cell Carcinoma,Male,
ACH-001417,UMC11_LUNG,,909779,1914,Lung Cancer,Carcinoid,Male,
ACH-001418,UWB1289_OVARY,,1480374,1596,Ovarian Cancer,"Adenocarcinoma, serous",Female,
ACH-001392,SUM185PE_BREAST,,,,Breast Cancer,"Carcinoma, anaplastic",Female,
ACH-001397,SUM225CWN_BREAST,,,,Breast Cancer,Adenocarcinoma,Female,
ACH-001425,CCLFPEDS0004T_SOFT_TISSUE,,,,Sarcoma,MPNST,-1,
ACH-001173,R262_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Medulloblastoma,,
ACH-001205,TC32_BONE,,,,Bone Cancer,Ewings Sarcoma,Female,
ACH-000424,TC71_BONE,TC-71,1240221,2194,Bone Cancer,Ewings Sarcoma,Male,DSMZ
ACH-001433,CCLFPEDS0008T_SOFT_TISSUE,,,,Sarcoma,Epithelioid,Unknown,
ACH-001441,921_UVEA,,,,Eye Cancer,Uveal Melanoma,Female,
ACH-001442,A388_SKIN,,910697,948,Cervical Cancer,Squmous Cell Carcinoma,Male,
ACH-001443,ASH3_THYROID,,1290722,891,Thyroid Cancer,Carcinoma,Female,
ACH-001450,BLUE1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",Male,
ACH-001452,BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906695,196,Leukemia,Hairy Cell,Male,
ACH-001453,BPH1_PROSTATE,,924105,1223,Prostate Cancer,Prostate Hyperplasia,Male,
ACH-001454,C10_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,
ACH-001456,C125PM_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Adenocarcinoma,,
ACH-001458,C75_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,
ACH-001459,C80_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,
ACH-001460,C84_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,
ACH-001461,C99_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,
ACH-001489,CORL32_LUNG,,1322212,1168,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,
ACH-001490,CORL321_LUNG,,1322213,1484,Lung Cancer,Carcinoma,Female,
ACH-001494,EGI1_BILIARY_TRACT,,906853,1315,Bile Duct Cancer,Cholangiocarcinoma,Male,
ACH-001496,ESO26_OESOPHAGUS,,1503366,1680,Esophageal Cancer,Adenocarcinoma,Male,
ACH-001497,ESO51_OESOPHAGUS,,1503367,668,Esophageal Cancer,Adenocarcinoma,,
ACH-001500,FLO1_OESOPHAGUS,,1503361,1019,Esophageal Cancer,Adenocarcinoma,,
ACH-001388,SUM102PT_BREAST,,,,Breast Cancer,Carcinoma,Female,
ACH-001517,HEC1_ENDOMETRIUM,,907051,474,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,Female,
ACH-001519,HEMCSS_BONE,,907290,1921,Bone Cancer,"Chondrosarcoma, myeloid",Female,
ACH-001521,HKA1_SKIN,,,,Head and Neck Cancer,Keratoacanthoma,Female,
ACH-001522,HMY1_SKIN,,,,Skin Cancer,Melanoma,Male,
ACH-001523,HSC1_SKIN,,,,Skin Cancer,Squamous Cell Carcinoma,Male,
ACH-001524,HSC5_SKIN,,,,Skin Cancer,Squamous Cell Carcinoma,Male,
ACH-001525,HT3_CERVIX,,907068,1393,Cervical Cancer,Carcinoma,Female,
ACH-001526,HUO9_BONE,,907072,330,Bone Cancer,Osteosarcoma,Female,
ACH-001528,IHH4_THYROID,,1240154,331,Thyroid Cancer,"Carcinoma, papillary",Male,
ACH-001529,JAR_PLACENTA,,907175,633,Endometrial/Uterine Cancer,Choriocarcinoma,Male,
ACH-001530,JEG3_PLACENTA,,907176,1195,Endometrial/Uterine Cancer,Choriocarcinoma,,
ACH-001532,JMURTK2_SOFT_TISSUE,,,,Rhabdoid,Malignant Rhabdoid Tumor,Female,
ACH-001536,KKU100_BILIARY_TRACT,,,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",Female,
ACH-001538,KKU213_BILIARY_TRACT,,,,Bile Duct Cancer,Cholangiocarcinoma,Male,
ACH-000073,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GRANTA-519,1303897,1776,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",Female,DSMZ
ACH-001540,KMLS1_SOFT_TISSUE,,,,Liposarcoma,Unknown,-1,
ACH-001542,KON_UPPER_AERODIGESTIVE_TRACT,,1298215,314,Head and Neck Cancer,Squamous Cell Carcinoma,Male,
ACH-001544,KYAE1_OESOPHAGUS,,1503368,1624,Esophageal Cancer,Adenocarcinoma,,
ACH-001546,LIM1215_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Carcinoma,,
ACH-001549,LU135_LUNG,,713899,207,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,
ACH-001550,MCC13_SKIN,,,,Skin Cancer,Merkel Cell Carcinoma,,
ACH-001551,MCC142_SKIN,,,,Skin Cancer,Merkel Cell Carcinoma,,
ACH-001552,MCC26_SKIN,,,,Skin Cancer,Merkel Cell Carcinoma,,
ACH-001554,MEL202_UVEA,,,,Eye Cancer,Uveal Melanoma,-1,
ACH-001555,MERO14_PLEURA,,,,Lung Cancer,Mesothelioma,Male,
ACH-001556,MERO25_PLEURA,,,,Lung Cancer,Mesothelioma,Male,
ACH-001557,MERO41_PLEURA,,,,Lung Cancer,Mesothelioma,Male,
ACH-001558,MERO48A_PLEURA,,,,Lung Cancer,Mesothelioma,,
ACH-001559,MERO82_PLEURA,,,,Lung Cancer,Mesothelioma,,
ACH-001560,MERO83_PLEURA,,,,Lung Cancer,Mesothelioma,,
ACH-001561,MERO84_PLEURA,,,,Lung Cancer,Mesothelioma,,
ACH-001562,MERO95_PLEURA,,,,Lung Cancer,Mesothelioma,,
ACH-001563,MM127_SKIN,,,,Skin Cancer,"Melanoma, amelanotic",,
ACH-001566,MM370_SKIN,,,,Skin Cancer,Melanoma,,
ACH-001567,MM383_SKIN,,,,Skin Cancer,Melanoma,,
ACH-001568,MM386_SKIN,,,,Skin Cancer,Melanoma,,
ACH-001569,MM415_SKIN,,,,Skin Cancer,Melanoma,,
ACH-001570,MM426_SKIN,,,,Skin Cancer,Melanoma,,
ACH-001578,NCCIT_TESTIS,,908441,1098,Embryonal Cancer,Carcinoma,Male,
ACH-001591,NCIH1417_LUNG,,688001,423,Lung Cancer,Small Cell Lung Cancer (SCLC),Female,
ACH-001599,NCIH64_LUNG,,688026,1371,Lung Cancer,Small Cell Lung Cancer (SCLC),Female,
ACH-001603,NH12_AUTONOMIC_GANGLIA,,908447,1546,Neuroblastoma,Unknown,Male,
ACH-001605,NO10_CENTRAL_NERVOUS_SYSTEM,,908452,36,Brain Cancer,Glioma,Male,
ACH-001606,NO11_CENTRAL_NERVOUS_SYSTEM,,908450,1489,Brain Cancer,Glioma,Female,
ACH-001607,NOZ_LIVER,,,,Gallbladder Cancer,Carcinoma,Female,
ACH-001610,NP5_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Glioma,Male,
ACH-001611,NP8_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Glioblastoma,Female,
ACH-000687,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,"B-cell, Non-Hodgkins",Female,DSMZ
ACH-000398,RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RI-1,,,Lymphoma,"B-cell, Non-Hodgkins",Female,DSMZ
ACH-001121,MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,"B-cell, unspecified",Male,DSMZ
ACH-001624,ONDA9_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Glioma,Male,
ACH-001625,OSC19_UPPER_AERODIGESTIVE_TRACT,,1298362,1253,Head and Neck Cancer,Squamous Cell Carcinoma,Male,
ACH-001626,OSC20_UPPER_AERODIGESTIVE_TRACT,,1240196,1254,Head and Neck Cancer,Squamous Cell Carcinoma,Female,
ACH-001628,PEA1_OVARY,,,,Ovarian Cancer,Cystadenocarcinoma,Female,
ACH-001630,PEO1_OVARY,,1480372,177,Ovarian Cancer,Cystadenocarcinoma,Female,
ACH-001638,RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330995,283,Lymphoma,"B-cell, unspecified",,
ACH-000130,NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NALM-19,,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",Male,DSMZ
ACH-001641,SAT_UPPER_AERODIGESTIVE_TRACT,,1299050,562,Head and Neck Cancer,Squamous Cell Carcinoma,,
ACH-001642,SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910930,1475,Lymphoma,"B-cell, Non-Hodgkins",Female,
ACH-001645,SEKI_SKIN,,,,Skin Cancer,Melanoma,Female,
ACH-001650,SISO_CERVIX,,1240212,1498,Cervical Cancer,Cervical Adenocarcinoma,Female,
ACH-001653,SKGT2_STOMACH,,1503364,1868,Gastric Cancer,Adenocarcinoma,Male,
ACH-001654,SKGT4_OESOPHAGUS,,1503365,2164,Esophageal Cancer,Adenocarcinoma,,
ACH-001655,SKN_ENDOMETRIUM,,1240215,791,Endometrial/Uterine Cancer,Squamous Cell Carcinoma,Female,
ACH-001656,SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,Acute Myelogenous Leukemia (AML),,
ACH-001389,SUM1315MO2_BREAST,,,,Breast Cancer,Breast Ductal Carcinoma,Female,
ACH-001819,MFM223_BREAST,,,,Breast Cancer,Ductal Mammary Carcinoma,-1,
ACH-000922,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330994,1160,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",Female,DSMZ
ACH-001670,TASK1_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Primitive Neuroectodermal Tumor (PNET) Medulloblastoma,,
ACH-001673,TFK1_BILIARY_TRACT,,,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",Male,
